"id","N","P","K","temperature","humidity","ph","rainfall","crop","crop_code","depto_code","id_depto","departamento_colombia","zona_vida","crop_code","crop","temperature_min","temperature_max","rainfall_min","rainfall_max"
1183,12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1184,7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1185,0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1186,26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1187,27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1188,22,38,31,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1189,22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1190,28,23,28,30.01821337,50.09831810000001,5.676032581,96.08745082,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1191,7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1192,29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1193,8,37,33,28.07802689,54.9640534,6.128167757000001,97.45373619,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1194,39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1195,40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1196,19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1197,21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1198,22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1199,31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1200,18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango,12,13,13,Cundinamarca,X,12,mango,24.0,35.0,750.0,2500.0
1201,24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1202,13,144,204,30.7280404,82.42614055,6.092241627000001,68.38135469,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1203,22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1204,36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1205,24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1206,2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1207,35,140,197,16.77557314,82.75241875,6.106190557000001,66.76285469,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1208,11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1209,6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1210,17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1211,25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1212,27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1213,9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1214,16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1215,32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1216,22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1217,31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1218,3,136,205,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1219,28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1220,4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1221,39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1222,38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1223,36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1224,25,121,201,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1225,15,125,199,18.426993600000007,80.55625868,5.569230319,69.75734306,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1226,24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1227,13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1228,5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1229,30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1230,23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1231,26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1232,7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1233,32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1234,9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1235,20,142,196,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1236,32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1237,3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1238,38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1239,14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1240,20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1241,40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1242,36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1243,11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1244,0,137,195,22.4359017,80.18612085,6.329499832000001,65.3973168,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1245,19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1246,31,136,197,31.11047251,83.34010951,5.653776057999999,71.43001582,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1247,4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1248,39,139,201,41.18664903,81.01783402,5.5399808120000005,68.68895899,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1249,8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1250,39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1251,32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1252,12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1253,8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1254,8,139,199,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1255,21,134,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1256,40,140,195,14.97846952,80.49979873,6.2943956760000015,71.63437433,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1257,39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1258,19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1259,21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1260,17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1261,33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1262,22,133,201,23.81995682,80.12211649,6.00299607,67.27398640000001,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1263,32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1264,37,135,205,11.82768186,80.2827185,5.510924848999999,74.10225057,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1265,15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1266,39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1267,40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1268,40,132,202,24.57558351,80.70695797,5.9718130060000005,69.706113,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1269,29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1270,32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1271,6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1272,8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1273,34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1274,35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1275,16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1276,8,136,201,41.65602996,82.22118237,5.6092559920000005,74.19664838,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1277,25,129,195,17.98667801,81.17712085,5.777271492000001,72.37127689,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1278,16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1279,39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1280,38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1281,33,120,205,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1282,35,125,204,19.6491772,80.15215777,6.107741787999999,73.69529586,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1283,1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1284,39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1285,28,145,202,19.2077707,82.90428409999998,6.484323189,66.83113717,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1286,6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1287,6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1288,29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1289,37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1290,38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1291,38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1292,14,121,203,9.724457611,83.74765639,6.1586894060000015,74.46411148,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1293,6,125,204,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1294,32,138,197,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1295,11,124,204,13.42988625,80.06633966,6.361141107000001,71.40043037,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1296,23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1297,40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1298,6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1299,37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1300,35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,13,4,4,Valle del Cauca,X,13,grapes,15.0,35.0,500.0,1200.0
1301,119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1302,119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1303,105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1304,114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1305,93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1306,80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1307,85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1308,85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1309,82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1310,118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1311,83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1312,86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1313,101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1314,119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1315,104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1316,95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1317,102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1318,109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1319,81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1320,103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1321,105,14,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1322,97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1323,120,19,49,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1324,95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1325,83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1326,83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1327,91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1328,116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1329,112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1330,88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1331,118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1332,92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1333,106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1334,99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1335,98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1336,108,22,46,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1337,119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1338,117,27,48,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1339,109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1340,80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1341,100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1342,91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1343,86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1344,107,5,52,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1345,103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1346,101,20,48,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1347,85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1348,84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1349,102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1350,98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1351,97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1352,90,16,45,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1353,95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1354,82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1355,82,25,51,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1356,110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1357,118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1358,120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1359,91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1360,81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1361,101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1362,101,17,55,24.37118217,87.1269128,6.451499763999999,44.63907691,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1363,111,6,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1364,107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
1365,115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon,14,5,5,Meta,X,14,watermelon,20.0,30.0,400.0,600.0
