id,N,P,K,temperature,humidity,ph,rainfall,crop,crop_code,depto_code,id_depto,departamento_colombia,zona_vida,temperature_min,temperature_max,rainfall_min,rainfall_max,Longitud,Latitud
1254,8,139,199,2.936.947.679,8.153.996.362,63.364.266.670.000.000,6.613.442.813,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1255,21,134,202,1.072.302.459,8.002.130.636,6.425.419.926,6.529.821.120.000.000,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1256,40,140,195,1.497.846.952,8.049.979.873,62.943.956.760.000.000,7.163.437.433,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1257,39,127,202,153.246.651,8.167.215.994,6.477.768.039,7.160.102.999,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1258,19,120,195,1.873.932.187,8.112.109.244,5.931.538.447,7.355.807.954,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1259,21,139,201,193.642.553,8.336.094.029,5.980.598.579,6.715.094.741,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1260,17,136,195,4.120.733.624,8.161.051.026,6.389.783.283,6.590.227.462,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1261,33,139,203,3.334.214.482,8.251.034.633,5.693.287.415,7.068.098.614,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1262,22,133,201,2.381.995.682,8.012.211.649,600.299.607,6.727.398.640.000.000,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1263,32,130,196,4.066.012.294,8.124.995.984,6.372.959.542,7.403.030.056,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1264,37,135,205,1.182.768.186,802.827.185,5.510.924.848.999.990,7.410.225.057,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1265,15,140,195,1.328.504.331,8.354.193.816,569.945.282,6.580.006.004,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1266,39,132,196,3.583.089.092,8.332.560.104,5.778.594.403,7.367.984.885,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1267,40,121,199,2.618.159.716,8.103.886.263,6.315.586.313,6.605.911.698,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1268,40,132,202,2.457.558.351,8.070.695.797,59.718.130.060.000.000,69.706.113,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1269,29,142,203,2.967.229.086,8.371.498.986,5.891.195.653,6.648.490.371,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1270,32,121,199,3.937.102.553,8.125.353.895,6.129.812.716,7.408.101.744,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1271,6,140,205,1.766.558.428,8.292.903.419,6.313.085.601,698.671.263,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1272,8,120,196,2.406.679.352,8.266.396.666,6.053.662.544,6.981.855.775,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1273,34,133,202,1.531.413.469,8.009.711.412,5.804.799.142,7.482.144.653,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1274,35,135,199,2.177.466.746,8.054.942.557,6.400.719.746,6.939.630.398,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1275,16,145,199,2.691.624.843,8.076.838.926,5.953.966.361,6.930.927.185,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1276,8,136,201,4.165.602.996,8.222.118.237,56.092.559.920.000.000,7.419.664.838,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1277,25,129,195,1.798.667.801,8.117.712.085,5.777.271.492.000.000,7.237.127.689,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1278,16,130,201,2.912.033.769,8.279.092.939,5.682.395.429,688.503.047,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1279,39,129,203,3.438.922.481,8.318.392.806,5.863.996.687,7.103.001.556,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1280,38,135,203,4.136.106.301,8.279.782.954,6.444.373.116,6.992.107.482,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1281,33,120,205,3.512.158.265,8.226.890.793,5.550.832.177.999.990,6.971.518.491,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1282,35,125,204,196.491.772,8.015.215.777,6.107.741.787.999.990,7.369.529.586,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1283,1,132,200,1.627.852.801,8.294.270.065,5.620.745.638,6.657.462.809,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1284,39,140,203,2.111.903.604,8.063.399.198,6.349.875.906,6.927.779.761,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1285,28,145,202,192.077.707,8.290.428.409.999.990,6.484.323.189,6.683.113.717,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1286,6,128,200,2.596.308.415,8.257.813.624,5.838.748.311,7.031.782.647,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1287,6,139,199,2.567.385.024,816.212.135,629.099.842,7.410.919.422,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1288,29,122,196,4.194.865.736,8.115.595.212,5.638.328.481,7.306.862.952,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1289,37,144,197,1.118.994.268,808.084.305,6.415.555.956,6.634.234.944,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1290,38,120,197,175.438.296,8.294.703.302,6.323.722.572,7.377.063.744,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1291,38,141,198,1.305.809.741,8.028.297.993,5.757.009.965,7.075.633.584,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1292,14,121,203,9.724.457.611,8.374.765.639,61.586.894.060.000.000,7.446.411.148,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1293,6,125,204,2.792.004.934,8.293.262.435,57.335.398.070.000.000,6.992.092.839,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1294,32,138,197,9.535.585.543,8.073.112.694,5.908.724.337.000.000,6.944.115.171,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1295,11,124,204,1.342.988.625,8.006.633.966,6.361.141.107.000.000,7.140.043.037,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1296,23,138,200,9.851.242.629,8.022.631.717,596.537.863,6.842.802.444,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1297,40,143,201,2.497.256.132,8.272.828.653,6.476.757.723,6.670.016.285,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1298,6,142,202,2.723.708.304,8.294.573.346,6.224.542.938,7.042.508.897,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1299,37,124,195,1.870.679.077,834.795.292,6.209.928.251,665.964.488,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1300,35,134,204,9.949.929.082,8.255.138.983,5.841.138.354,6.600.817.551,grapes,13,4,4,Valle del Cauca,Bosque Subhumedo-Tropical,15.0,35.0,500.0,1200.0,"-76,51865922","3,858856457"
1301,119,25,51,2.647.330.219,8.092.254.421,6.283.818.329,5.365.742.581,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1302,119,19,55,2.518.780.042,8.344.621.709,6.818.261.382.999.990,4.687.420.883,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1303,105,30,50,2.529.954.705,8.177.527.562,637.620.108,5.704.147.057,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1304,114,8,50,2.474.631.269,8.830.866.319,6.581.587.932.000.000,5.795.826.144,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1305,93,22,52,2.658.740.671,8.132.563.243,6.932.739.726,4.187.540.028,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1306,80,26,55,2.453.442.564,88.989.272,6.140.099.215,4.911.618.732,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1307,85,27,45,260.713.757,887.285.657,6.467.095.849,5.779.652.846,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1308,85,22,53,2.596.534.238,8.977.076.659,6.849.471.704,5.946.338.556,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1309,82,22,45,2.622.338.015,8.534.866.045,6.512.196.212,5.460.159.289,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1310,118,13,54,2.441.311.871,8.981.574.032,6.039.584.629,4.407.843.475,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1311,83,25,53,2.649.195.283,8.004.678.201,6.057.697.106,5.772.799.157,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1312,86,15,47,2.404.355.803,8.418.406.764,6.423.898.762,5.378.929.956,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1313,101,10,47,255.421.695,8.331.883.376,6.936.997.681,5.757.343.233,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1314,119,9,50,2.674.550.678,839.195.902,6.251.286.661,40.794.305,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1315,104,17,46,257.131.428,8.022.972.777,6.190.015.912.000.000,4.308.961.827,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1316,95,12,51,2.576.484.262,8.417.269.959.999.990,6.681.606.702.000.000,4.422.066.914,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1317,102,14,52,2.679.489.868,8.964.815.231,651.075.991,5.774.091.817,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1318,109,21,55,249.004.602,8.973.524.177,6.770.278.088,5.744.942.094,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1319,81,18,50,2.680.750.629,8.822.874.955,6.429.788.072.999.990,5.879.889.057,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1320,103,17,51,2.511.189.154,8.002.621.335,6.209.888.345,4.420.656.987,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1321,105,14,50,262.148.837,8.768.839.820.000.000,6.419.052.193,5.965.590.798,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1322,97,8,52,249.103.226,8.697.190.046,6.237.861.736,4.948.575.692,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1323,120,19,49,2.579.448.878,8.426.830.701,6.762.471.628.999.990,5.645.229.202,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1324,95,16,55,2.526.931.156,8.755.055.105,6.612.847.999,4.012.650.421,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1325,83,29,52,2.576.402.693,875.931.128,6.704.688.865,4.605.122.728,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1326,83,9,45,2.585.483.596,8.913.163.965,6.049.609.892,4.685.176.955,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1327,91,21,50,2.433.528.185,8.144.030.363,6.762.030.215,4.832.113.628,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1328,116,5,54,2.537.601.283,8.099.313.508,665.398.725,5.723.028.471,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1329,112,28,54,2.486.094.646,8.505.318.563,6.738.030.547,5.529.563.514,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1330,88,29,51,2.471.885.473,8.894.568.335,6.095.689.937,4.845.978.627,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1331,118,15,45,2.421.495.706,8.420.576.992,6.538.006.356,4.801.138.482,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1332,92,21,48,2.581.692.236,82.043.255,6.377.427.122,5.482.963.379,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1333,106,14,45,2.447.018.505,8.416.390.229,6.417.011.754,5.726.773.002,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1334,99,5,47,2.413.078.816,8.484.494.575,6.649.086.972,5.119.470.197,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1335,98,8,51,261.793.464,8.652.258.079,625.933.595,4.943.050.977,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1336,108,22,46,2.617.668.721,8.672.952.049.999.990,6.121.168.559,5.333.484.977,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1337,119,7,55,2.603.867.719,846.378.378,6.031.424.482,443.993.381,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1338,117,27,48,2.653.259.325,8.239.053.979,6.835.268.183.999.990,5.430.660.782,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1339,109,10,53,2.681.938.687,878.274.604,65.517.503.060.000.000,4.606.193.778,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1340,80,16,46,2.550.405.534,8.140.297.428,6.940.236.218,4.847.833.278,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1341,100,18,52,2.620.234.499,8.038.266.489,687.606.733,5.647.941.847,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1342,91,7,53,2.513.735.887,8.928.272.716,6.457.216.535,4.352.897.517,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1343,86,6,53,2.592.030.221,8.347.202.566,6.921.847.887.999.990,4.210.681.516,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1344,107,5,52,266.634.609,8.998.405.233,68.814.257.460.000.000,5.740.847.165,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1345,103,16,49,2.406.731.461,8.164.075.303,6.915.717.008,5.175.212.401,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1346,101,20,48,246.774.157,8.275.411.437,6.206.247.493.999.990,5.705.709.413,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1347,85,25,47,2.611.440.416,8.764.081.095,629.542.477,5.848.160.844,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1348,84,7,51,2.681.530.456,8.765.694.462,6.399.669.044,5.574.073.582,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1349,102,28,54,2.515.623.099,8.027.525.115,6.862.157.042.000.000,5.549.541.453,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1350,98,25,52,252.801.372,8.315.393.658,6.224.066.378,4.929.456.609,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1351,97,25,50,2.622.005.978,8.090.127.035,6.093.814.669,4.908.553.937,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1352,90,16,45,2.492.093.261,8.061.750.795,6.291.540.277.999.990,5.055.710.813,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1353,95,12,46,2.621.667.586,8.101.009.354,632.281.728,5.465.423.596,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1354,82,23,49,2.681.383.586,8.721.986.949,6.873.283.991,5.170.497.792,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1355,82,25,51,2.431.334.971,8.747.409.052,6.074.209.622.000.000,4.811.248.366,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1356,110,28,46,2.429.105.004,8.804.541.346,649.889.585,5.126.046.418,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1357,118,21,51,2.442.998.931,8.633.904.774,6.678.805.092,4.858.241.822,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1358,120,20,45,2.566.576.039,886.984.228,6.114.128.685,5.422.722.466,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1359,91,7,52,2.507.803.672,8.346.230.461,6.405.054.243,5.639.962.921,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1360,81,6,55,2.488.910.524,8.587.059.083,6.110.142.735,5.170.699.144,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1361,101,13,54,2.542.900.869,8.291.481.799,6.828.982.708,5.634.144.589,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1362,101,17,55,2.437.118.217,871.269.128,6.451.499.763.999.990,4.463.907.691,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1363,111,6,53,26.493.064.500.000.000,8.859.143.088,6.313.512.998.999.990,4.606.382.209,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1364,107,10,49,2.583.202.912,8.900.481.725,6.755.192.025,4.524.690.619,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1365,115,11,46,2.441.592.661,8.939.655.519,6.623.167.177.000.000,4.032.161.859,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1366,84,25,52,2.437.190.239,812.514.818,612.532.356,4.420.899.581,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1367,120,7,47,2.424.782.473,8.303.687.902,6.653.867.608,5.476.576.239.999.990,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1368,91,12,46,2.464.458.469,8.549.938.185,6.343.942.518,4.831.219.031,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1369,89,22,52,2.489.681.131,8.610.782.926,6.217.300.786,5.314.626.213,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1370,113,19,46,2.541.864.024,8.112.122.989,6.286.387.658,4.952.320.689,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1371,97,22,50,2.626.028.739,8.614.585.891,6.769.893.799.999.990,5.897.878.791,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1372,117,30,50,2.490.123.934,8.720.772.913,6.744.966.312.000.000,4.659.207.341,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1373,90,14,52,2.484.740.848,8.920.454.622,6.391.858.432,5.967.927.244,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1374,104,23,47,2.698.212.846,8.670.068.316,6.770.434.148,4.291.292.205,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1375,81,16,45,2.690.435.747,8.625.426.228,6.727.468.157.000.000,5.975.980.023,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1376,88,5,47,2.586.475.496,8.667.468.041,6.662.244.646,4.116.554.802,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1377,92,7,45,2.670.607.759,8.114.149.505,6.944.640.222,5.151.033.554,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1378,81,18,50,2.644.019.475,8.091.934.337,6.507.110.986,4.781.847.573,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1379,111,5,55,26.283.443,8.442.478.917,6.520.663.422,5.078.669.728,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1380,108,23,51,2.684.366.082,8.385.039.964,6.106.500.787.000.000,40.228.644,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1381,113,30,50,2.603.967.219,839.862.443,6.277.484.042.999.990,4.387.712.348,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1382,83,10,53,2.492.994.759,8.500.802.358,6.195.142.279,4.875.859.458,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1383,101,11,51,2.550.736.962,8.424.340.241,6.792.035.575,442.068.997,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1384,114,21,55,254.438.391,8.793.923.120.000.000,6.472.756.256,5.751.549.686,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1385,99,6,45,2.612.588.914,865.507.939,6.000.975.617.000.000,4.071.210.074,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1386,92,20,55,2.510.474.753,8.752.676.159.999.990,65.877.912.620.000.000,5.926.519.444,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1387,92,7,48,2.627.520.631,8.663.249.555,6.956.508.826,5.438.748.495,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1388,91,24,55,2.627.061.608,8.309.194.521,6.259.086.582.999.990,4.676.837.499,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1389,110,21,54,2.673.690.828,8.782.430.156,6.747.537.642,4.746.447.019,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1390,112,25,51,2.504.746.944,855.667.282,6.932.537.231,5.672.496.677,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1391,89,25,54,2.469.368.934,8.556.967.628,6.353.107.392.999.990,4.899.390.828,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
1392,100,10,53,2.454.356.968,8.460.808.277,6.211.748.957,4.200.660.251,watermelon,14,5,5,Meta,Matorral tropical,20.0,30.0,400.0,600.0,"-72,91603732","3,394146496"
